"ISO3","Country","Year","Survey","Indicator","Admin","Region_Name","Mean","Median","Lower_CI","Upper_CI","Width_90_CI","Coefficient_of_Variation"
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",1,"Addis Ababa",0.4735,0.4735,0.4113,0.5365,0.1252,0.08082
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",1,"Afar",0.08976,0.08976,0.06398,0.1245,0.06057,0.2028
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",1,"Amhara",0.4332,0.4332,0.3927,0.4746,0.08191,0.0576
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",1,"Beneshangul Gumu",0.312,0.312,0.2661,0.3619,0.09575,0.09351
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",1,"Dire Dawa",0.2474,0.2474,0.2006,0.3011,0.1004,0.1236
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",1,"Gambela",0.3419,0.3419,0.2737,0.4172,0.1435,0.1283
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",1,"Hareri",0.2802,0.2802,0.2416,0.3224,0.08087,0.08785
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",1,"Oromia",0.309,0.309,0.2755,0.3445,0.06904,0.06801
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",1,"SNNPR",0.3696,0.3696,0.3429,0.3971,0.05421,0.04463
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",1,"Somali",0.01702,0.01702,0.008239,0.03484,0.0266,0.4389
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",1,"Tigray",0.2511,0.2511,0.2232,0.2814,0.05822,0.0705
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Addis Ababa_Region 14",0.4732,0.4724,0.4101,0.5378,0.1276,0.08145
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Afar_Zone 1",0.0991,0.09574,0.06109,0.1474,0.08627,0.2873
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Afar_Zone 2",0.05199,0.04678,0.01969,0.09868,0.07899,0.5524
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Afar_Zone 3",0.1428,0.1339,0.07864,0.2346,0.156,0.3553
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Afar_Zone 4",0.05802,0.04891,0.01772,0.1283,0.1106,0.7651
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Afar_Zone 5",0.1093,0.1,0.04701,0.2066,0.1596,0.496
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Amhara_Awi/Agew",0.3855,0.3828,0.2532,0.5347,0.2814,0.2159
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Amhara_East Gojam",0.4519,0.4518,0.3869,0.516,0.1291,0.0884
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Amhara_North Gonder",0.3997,0.3981,0.324,0.4789,0.155,0.1144
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Amhara_North Shewa(R3)",0.4129,0.4114,0.349,0.4768,0.1278,0.0968
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Amhara_North Wollo",0.5421,0.5423,0.4844,0.6053,0.1209,0.08049
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Amhara_Oromia",0.1269,0.127,0.1123,0.1424,0.03008,0.07188
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Amhara_South Gonder",0.437,0.4362,0.4018,0.476,0.07423,0.05213
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Amhara_South Wollo",0.5528,0.5526,0.494,0.6121,0.1181,0.07862
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Amhara_Special Woreda",0.3465,0.3206,0.09856,0.6776,0.579,0.5524
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Amhara_Wag Himra",0.2837,0.2694,0.122,0.4805,0.3586,0.4151
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Amhara_West Gojam",0.4275,0.4236,0.314,0.5452,0.2312,0.1691
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Beneshangul Gumu_Asosa",0.3392,0.3379,0.2737,0.4109,0.1372,0.1248
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Beneshangul Gumu_Kemashi",0.2819,0.2785,0.2036,0.3684,0.1648,0.183
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Beneshangul Gumu_Metekel",0.2889,0.2883,0.2156,0.3639,0.1483,0.1569
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Dire Dawa_Dire Dawa",0.2489,0.2468,0.2024,0.3012,0.09888,0.1212
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Gambela_Agnuak",0.3385,0.3367,0.2647,0.4215,0.1568,0.1418
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Gambela_Majang",0.6512,0.6513,0.5809,0.7178,0.1369,0.1203
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Gambela_Nuer",0.07834,0.07244,0.0362,0.1384,0.1022,0.4386
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Hareri_Hareri",0.2811,0.2803,0.2431,0.3224,0.07937,0.0881
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Oromia_Arsi",0.3459,0.3468,0.282,0.4064,0.1244,0.1091
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Oromia_Bale",0.2737,0.2672,0.1785,0.3924,0.2139,0.2386
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Oromia_Borena",0.1355,0.1311,0.06957,0.2188,0.1492,0.3619
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Oromia_East Harerge",0.1764,0.1671,0.0772,0.3038,0.2266,0.4131
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Oromia_East Shewa",0.4434,0.4425,0.3606,0.5292,0.1686,0.1165
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Oromia_East Wellega",0.3806,0.3771,0.2427,0.5358,0.2932,0.2353
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Oromia_Guji",0.2384,0.2375,0.205,0.2726,0.06758,0.08602
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Oromia_Horo Guduru",0.3141,0.3131,0.28,0.3508,0.07082,0.06923
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Oromia_Ilubabor",0.4598,0.4585,0.383,0.5437,0.1606,0.1045
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Oromia_Jimma",0.175,0.1727,0.1275,0.2277,0.1002,0.1769
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Oromia_Kelem Wellega",0.359,0.3589,0.3368,0.3819,0.04519,0.03813
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Oromia_North Shewa(R4)",0.4992,0.499,0.3743,0.6205,0.2462,0.1488
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Oromia_South West Shewa",0.376,0.3715,0.2773,0.4872,0.2099,0.1736
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Oromia_West Arsi",0.2584,0.2553,0.1695,0.3559,0.1864,0.2217
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Oromia_West Harerge",0.1864,0.1803,0.1096,0.2808,0.1712,0.303
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Oromia_West Shewa",0.419,0.4157,0.3409,0.5006,0.1598,0.1151
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Oromia_West Wellega",0.4395,0.4365,0.3361,0.5575,0.2214,0.1502
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"SNNPR_Alaba",0.2388,0.2328,0.1384,0.3593,0.2209,0.2938
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"SNNPR_Basketo",0.4143,0.4111,0.3214,0.513,0.1917,0.1494
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"SNNPR_Bench Maji",0.4828,0.4809,0.3866,0.5774,0.1908,0.1184
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"SNNPR_Dawro",0.4192,0.4175,0.3105,0.5349,0.2244,0.1651
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"SNNPR_Gamo Gofa",0.3078,0.3028,0.2185,0.4161,0.1975,0.1967
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"SNNPR_Gedio",0.2274,0.2244,0.1662,0.2972,0.1311,0.1801
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"SNNPR_Gurage",0.2489,0.2478,0.2085,0.2912,0.08273,0.09973
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"SNNPR_Hadiya",0.1512,0.1494,0.1093,0.2029,0.0936,0.1896
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"SNNPR_Keffa",0.5876,0.5889,0.5088,0.6632,0.1544,0.1148
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"SNNPR_Konta",0.5547,0.5559,0.4458,0.6641,0.2183,0.1497
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"SNNPR_KT",0.1963,0.1925,0.1393,0.2682,0.1289,0.2
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"SNNPR_Segen Peoples'",0.1492,0.1468,0.1029,0.203,0.1002,0.2136
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"SNNPR_Selti",0.2192,0.2145,0.1506,0.3052,0.1546,0.221
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"SNNPR_Sheka",0.5952,0.5937,0.521,0.6661,0.145,0.1078
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"SNNPR_Sidama",0.5528,0.5528,0.5202,0.5837,0.06343,0.04336
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"SNNPR_South Omo",0.3107,0.3091,0.2353,0.3939,0.1586,0.157
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"SNNPR_Wolayita",0.3377,0.3375,0.2767,0.4008,0.1242,0.1151
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"SNNPR_Yem",0.2917,0.2915,0.2792,0.3047,0.0255,0.02721
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Somali_Afder",0.1121,0.102,0.04761,0.209,0.1614,0.5067
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Somali_Doolo",0.04358,0.03757,0.01254,0.1034,0.09088,0.7524
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Somali_Fafan",0.05209,0.04779,0.02176,0.1,0.07824,0.5307
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Somali_Jarar",0.08192,0.07321,0.03187,0.1598,0.1279,0.5671
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Somali_Korahe",0.2205,0.2143,0.1377,0.3195,0.1818,0.2689
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Somali_Liben",0.1051,0.0917,0.03907,0.2106,0.1716,0.6078
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Somali_Nogob",0.2025,0.1975,0.1158,0.3114,0.1956,0.3006
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Somali_Shabelle",0.1374,0.127,0.06815,0.2369,0.1687,0.4187
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Somali_Siti",0.06179,0.05838,0.02976,0.1063,0.07654,0.3999
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Tigray_Central",0.2223,0.2208,0.1783,0.2705,0.09216,0.1281
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Tigray_Eastern
",0.2426,0.2413,0.1864,0.31,0.1236,0.1534
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Tigray_North Western",0.3074,0.3065,0.2628,0.357,0.09422,0.09354
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Tigray_Southern",0.2259,0.2239,0.1633,0.297,0.1337,0.1829
"ETH","Ethiopia",2024,"ET2024DHS","FP_CUSM_W_MOD",2,"Tigray_Western",0.3448,0.3447,0.2786,0.4132,0.1345,0.1185
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",1,"Addis Ababa",0.9478,0.9478,0.9001,0.9734,0.07329,0.4036
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",1,"Afar",0.4667,0.4667,0.3973,0.5373,0.1399,0.09176
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",1,"Amhara",0.6203,0.6203,0.5631,0.6743,0.1111,0.08932
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",1,"Beneshangul Gumu",0.5707,0.5707,0.4903,0.6475,0.1572,0.1122
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",1,"Dire Dawa",0.6915,0.6915,0.6277,0.7487,0.1211,0.1197
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",1,"Gambela",0.4931,0.4931,0.4213,0.5651,0.1439,0.08932
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",1,"Hareri",0.4667,0.4667,0.3939,0.5409,0.147,0.09646
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",1,"Oromia",0.4833,0.4833,0.4254,0.5416,0.1162,0.07344
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",1,"SNNPR",0.4899,0.4899,0.4482,0.5318,0.08361,0.052
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",1,"Somali",0.1347,0.1347,0.08864,0.1995,0.1109,0.2475
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",1,"Tigray",0.5683,0.5683,0.5159,0.6191,0.1032,0.07294
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Addis Ababa_Region 14",0.9443,0.9488,0.9008,0.9728,0.07205,0.4515
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Afar_Zone 1",0.51,0.5082,0.3861,0.6441,0.2579,0.1594
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Afar_Zone 2",0.474,0.4748,0.3798,0.5659,0.1861,0.1182
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Afar_Zone 3",0.5155,0.5149,0.4252,0.6005,0.1753,0.1119
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Afar_Zone 4",0.3427,0.336,0.1796,0.5411,0.3615,0.3182
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Afar_Zone 5",0.4555,0.4542,0.334,0.5756,0.2417,0.1593
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Amhara_Awi/Agew",0.7198,0.722,0.6221,0.8048,0.1827,0.2013
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Amhara_East Gojam",0.7137,0.718,0.5963,0.812,0.2157,0.2378
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Amhara_North Gonder",0.6705,0.6713,0.5495,0.7824,0.2329,0.2127
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Amhara_North Shewa(R3)",0.7205,0.7262,0.6114,0.8126,0.2013,0.2284
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Amhara_North Wollo",0.6262,0.6276,0.5294,0.7228,0.1934,0.1575
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Amhara_Oromia",0.5502,0.556,0.3898,0.7032,0.3134,0.2171
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Amhara_South Gonder",0.5547,0.5547,0.4462,0.661,0.2148,0.1492
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Amhara_South Wollo",0.6024,0.6051,0.4715,0.7325,0.261,0.2056
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Amhara_Special Woreda",0.61,0.633,0.3236,0.8488,0.5252,0.4397
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Amhara_Wag Himra",0.3317,0.3227,0.1901,0.4877,0.2976,0.2893
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Amhara_West Gojam",0.6309,0.6335,0.5019,0.7485,0.2467,0.2028
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Beneshangul Gumu_Asosa",0.6719,0.6765,0.565,0.7664,0.2015,0.1843
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Beneshangul Gumu_Kemashi",0.4304,0.4329,0.3516,0.507,0.1555,0.1086
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Beneshangul Gumu_Metekel",0.4714,0.4712,0.3617,0.5821,0.2204,0.1392
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Dire Dawa_Dire Dawa",0.6917,0.6919,0.6298,0.7514,0.1215,0.1209
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Gambela_Agnuak",0.5708,0.572,0.4913,0.6492,0.1578,0.1098
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Gambela_Majang",0.598,0.6001,0.4779,0.708,0.2301,0.1724
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Gambela_Nuer",0.2375,0.2331,0.1499,0.3386,0.1887,0.2466
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Hareri_Hareri",0.4667,0.4662,0.3939,0.5406,0.1468,0.09468
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Oromia_Arsi",0.5664,0.5682,0.4155,0.7042,0.2887,0.2037
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Oromia_Bale",0.3655,0.3562,0.2088,0.5548,0.3459,0.2974
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Oromia_Borena",0.1833,0.1806,0.1262,0.2507,0.1245,0.2158
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Oromia_East Harerge",0.3558,0.3559,0.2411,0.4819,0.2408,0.2072
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Oromia_East Shewa",0.6427,0.6457,0.5074,0.7679,0.2605,0.2216
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Oromia_East Wellega",0.6117,0.6132,0.5034,0.7168,0.2134,0.1709
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Oromia_Guji",0.1995,0.1921,0.1148,0.3104,0.1956,0.3114
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Oromia_Horo Guduru",0.4861,0.4866,0.4571,0.5132,0.05612,0.03494
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Oromia_Ilubabor",0.4399,0.4366,0.301,0.5959,0.2949,0.2032
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Oromia_Jimma",0.5029,0.5003,0.3962,0.6048,0.2086,0.1266
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Oromia_Kelem Wellega",0.1713,0.1693,0.1302,0.22,0.08986,0.1683
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Oromia_North Shewa(R4)",0.6592,0.6626,0.489,0.8077,0.3187,0.2785
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Oromia_South West Shewa",0.5476,0.5499,0.4061,0.6829,0.2769,0.1815
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Oromia_West Arsi",0.4144,0.4148,0.2994,0.5353,0.2359,0.174
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Oromia_West Harerge",0.4242,0.423,0.273,0.5813,0.3083,0.2153
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Oromia_West Shewa",0.7017,0.7037,0.6341,0.7629,0.1288,0.1306
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Oromia_West Wellega",0.5791,0.583,0.3607,0.7833,0.4226,0.2996
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"SNNPR_Alaba",0.5435,0.5457,0.4267,0.6492,0.2226,0.1452
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"SNNPR_Basketo",0.3977,0.3976,0.3492,0.4479,0.09869,0.07502
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"SNNPR_Bench Maji",0.5081,0.51,0.4061,0.6058,0.1997,0.1262
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"SNNPR_Dawro",0.4004,0.3995,0.2998,0.4996,0.1997,0.1541
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"SNNPR_Gamo Gofa",0.446,0.4453,0.3128,0.5819,0.2691,0.1844
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"SNNPR_Gedio",0.4781,0.4771,0.34,0.6218,0.2818,0.1828
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"SNNPR_Gurage",0.7233,0.7243,0.6322,0.8098,0.1776,0.197
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"SNNPR_Hadiya",0.4412,0.4401,0.3355,0.5511,0.2157,0.1501
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"SNNPR_Keffa",0.5069,0.5066,0.3813,0.6351,0.2538,0.1567
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"SNNPR_Konta",0.6158,0.6206,0.48,0.7384,0.2584,0.2071
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"SNNPR_KT",0.5441,0.5446,0.409,0.6793,0.2703,0.1842
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"SNNPR_Segen Peoples'",0.5751,0.5776,0.4606,0.6773,0.2167,0.1538
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"SNNPR_Selti",0.6737,0.6801,0.5672,0.7665,0.1993,0.1894
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"SNNPR_Sheka",0.5892,0.5917,0.4065,0.7699,0.3635,0.2661
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"SNNPR_Sidama",0.4224,0.4222,0.3529,0.492,0.1391,0.1009
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"SNNPR_South Omo",0.4248,0.4227,0.2865,0.575,0.2886,0.2073
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"SNNPR_Wolayita",0.5163,0.5165,0.4084,0.629,0.2207,0.1408
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"SNNPR_Yem",0.562,0.5672,0.4248,0.6848,0.26,0.1866
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Somali_Afder",0.1022,0.09361,0.04709,0.1751,0.128,0.4403
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Somali_Doolo",0.08637,0.08177,0.04024,0.1558,0.1156,0.4339
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Somali_Fafan",0.1924,0.1837,0.105,0.3106,0.2057,0.3547
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Somali_Jarar",0.1248,0.1157,0.05468,0.2282,0.1735,0.4666
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Somali_Korahe",0.1963,0.189,0.09308,0.3313,0.2383,0.3993
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Somali_Liben",0.1086,0.09944,0.04429,0.2064,0.1621,0.5166
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Somali_Nogob",0.07995,0.0764,0.04097,0.1326,0.09162,0.3726
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Somali_Shabelle",0.07509,0.07033,0.04135,0.1219,0.08052,0.3545
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Somali_Siti",0.2201,0.2043,0.09667,0.394,0.2974,0.4683
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Tigray_Central",0.5068,0.5063,0.4104,0.6031,0.1927,0.1188
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Tigray_Eastern
",0.6587,0.6627,0.5043,0.7919,0.2877,0.2612
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Tigray_North Western",0.6227,0.6223,0.5505,0.6971,0.1466,0.1137
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Tigray_Southern",0.5118,0.5125,0.4147,0.6096,0.1949,0.1223
"ETH","Ethiopia",2024,"ET2024DHS","RH_ANCN_W_N4P",2,"Tigray_Western",0.7005,0.7051,0.5787,0.8039,0.2252,0.2311
"ETH","Ethiopia",2024,"ET2024DHS","RH_DELA_C_SKP",1,"Addis Ababa",0.9818,0.9818,0.9476,0.9938,0.0462,0.6514
"ETH","Ethiopia",2024,"ET2024DHS","RH_DELA_C_SKP",1,"Afar",0.3527,0.3527,0.2875,0.4239,0.1364,0.1182
